@relation 'kredyty-weka.filters.unsupervised.attribute.MergeManyValues-C1-Ldobry-R1,2-weka.filters.unsupervised.attribute.MergeManyValues-C1-Lzły-R1,2,3-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,1-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-R5-precision6'

@attribute rodzaj_źródła_dochodu numeric
@attribute miesięczny_dochód_netto numeric
@attribute które_rolowanie numeric
@attribute kwota_kredytu numeric
@attribute wiek {'\'(-inf-30.4]\'','\'(30.4-42.8]\'','\'(42.8-55.2]\'','\'(55.2-67.6]\'','\'(67.6-inf)\''}
@attribute płeć {Kobieta,Mężczyzna}
@attribute okres_pobierania_dochodu numeric
@attribute okres_będzie_pobierał_dochód numeric
@attribute status_pożyczki {dobry,zły}

@data
12,1800,3,700,'\'(-inf-30.4]\'',Mężczyzna,10,0,dobry
12,1009.34,2,300,'\'(42.8-55.2]\'',Kobieta,28,39,dobry
12,1042,0,300,'\'(42.8-55.2]\'',Mężczyzna,4,0,dobry
11,979.34,0,300,'\'(30.4-42.8]\'',Mężczyzna,188,48,zły
13,1428.55,3,200,'\'(55.2-67.6]\'',Kobieta,136,48,dobry
13,1000,0,300,'\'(67.6-inf)\'',Kobieta,63,48,dobry
12,660,3,400,'\'(30.4-42.8]\'',Kobieta,11,27,dobry
13,616,3,200,'\'(67.6-inf)\'',Kobieta,245,48,dobry
11,1600,3,496.83,'\'(30.4-42.8]\'',Kobieta,13,48,dobry
13,1611,1,300,'\'(55.2-67.6]\'',Mężczyzna,140,48,dobry
13,1684,3,367.31,'\'(55.2-67.6]\'',Kobieta,19,48,dobry
13,1500,3,200,'\'(55.2-67.6]\'',Kobieta,45,48,dobry
13,974,0,200,'\'(42.8-55.2]\'',Mężczyzna,82,48,zły
16,1740,0,200,'\'(42.8-55.2]\'',Kobieta,113,48,dobry
11,1037,0,500,'\'(42.8-55.2]\'',Kobieta,39,48,zły
11,3170,3,400,'\'(42.8-55.2]\'',Kobieta,284,48,dobry
13,930,4,700,'\'(55.2-67.6]\'',Kobieta,130,48,dobry
12,1574.45,2,426.66,'\'(42.8-55.2]\'',Mężczyzna,30,5,dobry
13,640,0,500,'\'(67.6-inf)\'',Kobieta,138,48,dobry
13,1474.55,2,400,'\'(55.2-67.6]\'',Kobieta,64,48,dobry
12,830.46,2,600,'\'(42.8-55.2]\'',Kobieta,44,27,dobry
11,1261.98,3,357.31,'\'(30.4-42.8]\'',Mężczyzna,35,48,dobry
13,1189,3,265.58,'\'(55.2-67.6]\'',Kobieta,69,48,dobry
16,837,2,350,'\'(55.2-67.6]\'',Mężczyzna,230,48,dobry
17,684,3,900,'\'(55.2-67.6]\'',Kobieta,189,20,dobry
13,965,3,200,'\'(67.6-inf)\'',Kobieta,244,48,dobry
16,703,3,200,'\'(55.2-67.6]\'',Kobieta,25,48,dobry
99,750,3,200,'\'(-inf-30.4]\'',Mężczyzna,3,2,dobry
12,1675,3,600,'\'(42.8-55.2]\'',Kobieta,8,3,dobry
16,1045.6,4,400,'\'(42.8-55.2]\'',Kobieta,11,48,dobry
13,1137.19,3,400,'\'(55.2-67.6]\'',Kobieta,95,48,dobry
12,1200,3,300,'\'(30.4-42.8]\'',Kobieta,8,6,dobry
12,990.34,2,200,'\'(42.8-55.2]\'',Kobieta,55,17,dobry
11,2065.98,3,327,'\'(42.8-55.2]\'',Kobieta,178,48,dobry
11,800.51,0,400,'\'(30.4-42.8]\'',Kobieta,19,48,dobry
11,5800,3,1000,'\'(42.8-55.2]\'',Kobieta,53,48,dobry
13,1817.24,2,400,'\'(55.2-67.6]\'',Kobieta,17,48,dobry
13,1239,3,300,'\'(67.6-inf)\'',Kobieta,269,48,dobry
12,1400,2,300,'\'(-inf-30.4]\'',Mężczyzna,11,21,dobry
16,763.38,3,200,'\'(55.2-67.6]\'',Mężczyzna,210,48,dobry
13,997,3,300,'\'(55.2-67.6]\'',Kobieta,78,48,dobry
13,1801.41,0,515.96,'\'(55.2-67.6]\'',Kobieta,37,48,dobry
12,1030,3,241.15,'\'(42.8-55.2]\'',Mężczyzna,8,16,zły
13,3600,2,1000,'\'(55.2-67.6]\'',Mężczyzna,85,48,dobry
11,1800,3,300,'\'(30.4-42.8]\'',Mężczyzna,164,48,dobry
11,1400,0,300,'\'(-inf-30.4]\'',Mężczyzna,24,48,dobry
11,2100,2,300,'\'(42.8-55.2]\'',Mężczyzna,49,48,dobry
13,1212,3,500,'\'(55.2-67.6]\'',Kobieta,53,48,dobry
13,2098,3,700,'\'(67.6-inf)\'',Mężczyzna,196,48,dobry
12,600,4,400,'\'(42.8-55.2]\'',Mężczyzna,8,19,dobry
11,1400,3,200,'\'(42.8-55.2]\'',Mężczyzna,13,48,dobry
11,3200,3,662.81,'\'(42.8-55.2]\'',Mężczyzna,188,48,dobry
13,1000,3,500,'\'(55.2-67.6]\'',Kobieta,67,48,dobry
13,730,2,200,'\'(67.6-inf)\'',Kobieta,560,48,dobry
13,802.83,3,200,'\'(55.2-67.6]\'',Kobieta,200,48,dobry
13,3541.9,1,369.53,'\'(67.6-inf)\'',Kobieta,126,48,dobry
11,1290,3,600,'\'(30.4-42.8]\'',Kobieta,18,48,dobry
11,3000,4,300,'\'(55.2-67.6]\'',Mężczyzna,211,48,dobry
11,2284.23,1,400,'\'(42.8-55.2]\'',Mężczyzna,299,48,dobry
16,959.6,3,200,'\'(67.6-inf)\'',Kobieta,114,48,dobry
11,1680,3,300,'\'(55.2-67.6]\'',Kobieta,384,48,dobry
11,1250,0,500,'\'(55.2-67.6]\'',Mężczyzna,64,48,dobry
16,425,0,200,'\'(55.2-67.6]\'',Kobieta,160,48,zły
11,1000,3,800,'\'(55.2-67.6]\'',Mężczyzna,62,48,dobry
11,1700,3,600,'\'(42.8-55.2]\'',Kobieta,88,48,dobry
16,892,2,409.15,'\'(55.2-67.6]\'',Kobieta,200,48,dobry
12,1050,2,294.37,'\'(42.8-55.2]\'',Kobieta,33,3,dobry
13,1130,3,300,'\'(55.2-67.6]\'',Kobieta,102,48,dobry
11,1172.2,3,300.4,'\'(55.2-67.6]\'',Kobieta,36,48,dobry
98,5000,2,600,'\'(30.4-42.8]\'',Kobieta,83,48,dobry
11,1700,3,300,'\'(42.8-55.2]\'',Mężczyzna,38,48,dobry
13,611,2,300,'\'(55.2-67.6]\'',Kobieta,138,48,dobry
11,1320,3,500,'\'(42.8-55.2]\'',Mężczyzna,341,48,dobry
11,2470,4,426.61,'\'(42.8-55.2]\'',Kobieta,353,48,dobry
13,12220,2,200,'\'(55.2-67.6]\'',Mężczyzna,70,48,dobry
11,4000,4,400,'\'(42.8-55.2]\'',Mężczyzna,9,48,dobry
13,686.16,0,200,'\'(67.6-inf)\'',Kobieta,76,48,zły
16,1132,0,300,'\'(55.2-67.6]\'',Kobieta,96,48,dobry
17,985,4,200,'\'(-inf-30.4]\'',Mężczyzna,12,1,dobry
13,2010,2,717.02,'\'(55.2-67.6]\'',Mężczyzna,137,48,dobry
11,2800,3,600,'\'(42.8-55.2]\'',Kobieta,318,48,dobry
13,729.03,4,500,'\'(67.6-inf)\'',Kobieta,256,48,dobry
12,1500,0,1130.33,'\'(42.8-55.2]\'',Kobieta,13,13,zły
12,700,3,250,'\'(30.4-42.8]\'',Mężczyzna,8,15,zły
99,1393.85,2,200,'\'(-inf-30.4]\'',Mężczyzna,4,0,dobry
13,860,0,789.27,'\'(55.2-67.6]\'',Kobieta,79,48,dobry
11,1085.97,0,600,'\'(-inf-30.4]\'',Mężczyzna,2,48,zły
13,1688.82,2,300,'\'(42.8-55.2]\'',Mężczyzna,98,48,dobry
11,1617.68,2,200,'\'(42.8-55.2]\'',Kobieta,84,48,dobry
13,2100,3,1000,'\'(67.6-inf)\'',Kobieta,54,48,dobry
11,1058,0,300,'\'(30.4-42.8]\'',Mężczyzna,13,48,dobry
13,1700,3,500,'\'(67.6-inf)\'',Mężczyzna,13,48,dobry
11,2927,2,454,'\'(30.4-42.8]\'',Kobieta,200,48,dobry
11,2200,0,500,'\'(30.4-42.8]\'',Mężczyzna,84,48,dobry
11,1459,1,300,'\'(-inf-30.4]\'',Mężczyzna,8,48,dobry
13,936,1,500,'\'(55.2-67.6]\'',Kobieta,30,48,dobry
13,2612,2,2500,'\'(67.6-inf)\'',Mężczyzna,81,48,dobry
13,1090.14,3,400,'\'(55.2-67.6]\'',Kobieta,74,48,dobry
16,1600,2,200,'\'(55.2-67.6]\'',Mężczyzna,11,48,dobry
13,1026,4,200,'\'(67.6-inf)\'',Kobieta,246,48,dobry
11,2011,0,416.61,'\'(42.8-55.2]\'',Mężczyzna,210,48,dobry
16,588,0,600,'\'(42.8-55.2]\'',Mężczyzna,421,48,dobry
13,1240,0,300,'\'(55.2-67.6]\'',Kobieta,69,48,dobry
13,1170,2,400,'\'(55.2-67.6]\'',Kobieta,77,48,dobry
11,1077.49,3,300,'\'(42.8-55.2]\'',Kobieta,371,48,dobry
12,1100,0,200,'\'(-inf-30.4]\'',Kobieta,14,3,dobry
16,685,0,200,'\'(42.8-55.2]\'',Kobieta,40,48,dobry
13,3900,4,300,'\'(42.8-55.2]\'',Mężczyzna,29,48,dobry
13,1350,2,300,'\'(55.2-67.6]\'',Kobieta,110,48,dobry
12,1952.35,3,387.31,'\'(42.8-55.2]\'',Mężczyzna,3,8,dobry
11,1300,0,200,'\'(42.8-55.2]\'',Mężczyzna,451,48,dobry
11,2258,4,1000,'\'(30.4-42.8]\'',Mężczyzna,74,48,dobry
11,1842.86,2,400,'\'(55.2-67.6]\'',Mężczyzna,7,48,dobry
16,1589,0,250,'\'(55.2-67.6]\'',Kobieta,26,48,dobry
11,1000,3,275.97,'\'(30.4-42.8]\'',Kobieta,60,48,dobry
12,1000,4,200,'\'(-inf-30.4]\'',Mężczyzna,11,14,dobry
13,1217,0,600,'\'(55.2-67.6]\'',Mężczyzna,50,48,dobry
12,1030,0,200,'\'(42.8-55.2]\'',Mężczyzna,8,48,dobry
13,1134.96,0,200,'\'(67.6-inf)\'',Kobieta,160,48,dobry
13,697,0,300,'\'(55.2-67.6]\'',Kobieta,124,48,zły
16,1389,3,200,'\'(55.2-67.6]\'',Kobieta,90,48,dobry
12,1375.47,1,300,'\'(42.8-55.2]\'',Mężczyzna,6,2,dobry
13,2051,0,500,'\'(55.2-67.6]\'',Kobieta,137,48,dobry
13,1291.18,4,378.91,'\'(67.6-inf)\'',Kobieta,78,48,dobry
13,1691.3,0,500,'\'(55.2-67.6]\'',Kobieta,72,48,dobry
17,1031,2,350,'\'(42.8-55.2]\'',Kobieta,50,10,zły
11,1680,4,586.65,'\'(55.2-67.6]\'',Kobieta,69,48,dobry
13,910.33,3,200,'\'(67.6-inf)\'',Mężczyzna,162,48,dobry
11,2353,3,1569.98,'\'(42.8-55.2]\'',Mężczyzna,98,48,dobry
12,2500,2,800,'\'(55.2-67.6]\'',Mężczyzna,4,1,dobry
11,1077,0,200,'\'(42.8-55.2]\'',Kobieta,182,48,dobry
11,1700,4,238.78,'\'(42.8-55.2]\'',Kobieta,204,48,dobry
11,1373.34,1,200,'\'(-inf-30.4]\'',Kobieta,57,48,dobry
11,2837,0,662.69,'\'(-inf-30.4]\'',Mężczyzna,125,48,zły
12,1700,4,400,'\'(42.8-55.2]\'',Kobieta,54,1,dobry
13,578.75,0,200,'\'(55.2-67.6]\'',Kobieta,8,48,zły
13,1300,0,300,'\'(67.6-inf)\'',Kobieta,192,48,dobry
11,1800,0,300,'\'(55.2-67.6]\'',Mężczyzna,160,48,dobry
13,850,3,400,'\'(55.2-67.6]\'',Kobieta,66,48,dobry
17,1200,4,200,'\'(-inf-30.4]\'',Kobieta,164,16,dobry
13,1601.87,0,350,'\'(55.2-67.6]\'',Mężczyzna,44,48,dobry
11,1700,3,500,'\'(42.8-55.2]\'',Kobieta,305,48,dobry
11,1400,4,300,'\'(42.8-55.2]\'',Kobieta,24,48,dobry
13,910,4,200,'\'(55.2-67.6]\'',Kobieta,69,48,dobry
11,2094.17,0,200,'\'(42.8-55.2]\'',Mężczyzna,240,48,dobry
12,1000,1,300,'\'(42.8-55.2]\'',Mężczyzna,42,20,dobry
13,1200.29,1,200,'\'(55.2-67.6]\'',Kobieta,21,48,dobry
13,1280,4,400,'\'(55.2-67.6]\'',Kobieta,16,48,dobry
11,1286.16,0,300,'\'(30.4-42.8]\'',Kobieta,116,48,dobry
13,1216,4,200,'\'(55.2-67.6]\'',Kobieta,140,48,dobry
13,1900,4,500,'\'(55.2-67.6]\'',Mężczyzna,149,48,dobry
11,2200,0,200,'\'(30.4-42.8]\'',Mężczyzna,42,48,dobry
16,1770,4,500,'\'(55.2-67.6]\'',Mężczyzna,88,48,dobry
13,1501,0,500,'\'(55.2-67.6]\'',Kobieta,140,48,zły
13,722.05,3,200,'\'(67.6-inf)\'',Kobieta,196,48,dobry
16,1235,0,200,'\'(67.6-inf)\'',Kobieta,32,48,dobry
11,1721.7,4,385.97,'\'(42.8-55.2]\'',Kobieta,119,48,dobry
11,1900,3,903.23,'\'(30.4-42.8]\'',Kobieta,178,48,dobry
11,1800,0,400,'\'(42.8-55.2]\'',Mężczyzna,258,48,dobry
12,1963.88,3,400,'\'(42.8-55.2]\'',Mężczyzna,5,0,dobry
11,3898,0,400,'\'(30.4-42.8]\'',Mężczyzna,180,48,dobry
13,1870,0,300,'\'(67.6-inf)\'',Mężczyzna,84,48,dobry
13,1239.98,1,300,'\'(67.6-inf)\'',Kobieta,254,48,dobry
12,984.34,3,200,'\'(42.8-55.2]\'',Kobieta,17,3,dobry
12,1447,4,500,'\'(-inf-30.4]\'',Kobieta,21,3,dobry
16,1278,0,700,'\'(-inf-30.4]\'',Mężczyzna,77,48,zły
13,810,4,300,'\'(55.2-67.6]\'',Kobieta,32,48,dobry
11,1730.13,2,400,'\'(55.2-67.6]\'',Kobieta,192,48,dobry
11,2709.34,4,322.07,'\'(30.4-42.8]\'',Kobieta,180,48,dobry
11,2899.34,0,400,'\'(30.4-42.8]\'',Kobieta,120,48,dobry
11,1906.42,2,227.08,'\'(55.2-67.6]\'',Kobieta,211,48,dobry
13,1072,4,561.15,'\'(67.6-inf)\'',Kobieta,152,48,zły
13,1400,0,500,'\'(55.2-67.6]\'',Kobieta,53,48,zły
13,1050,4,600,'\'(55.2-67.6]\'',Kobieta,138,48,dobry
11,2700,4,600,'\'(-inf-30.4]\'',Mężczyzna,63,48,dobry
17,728,4,200,'\'(-inf-30.4]\'',Mężczyzna,99,31,dobry
12,1634,2,300,'\'(-inf-30.4]\'',Kobieta,11,1,dobry
17,1896,0,500,'\'(-inf-30.4]\'',Mężczyzna,33,0,zły
12,1029,0,300,'\'(-inf-30.4]\'',Mężczyzna,3,8,zły
98,3000,1,1500,'\'(55.2-67.6]\'',Mężczyzna,68,48,dobry
13,2421.55,0,1070,'\'(67.6-inf)\'',Kobieta,244,48,dobry
98,3000,0,250,'\'(-inf-30.4]\'',Mężczyzna,13,48,zły
11,1566.82,0,200,'\'(42.8-55.2]\'',Mężczyzna,348,48,dobry
13,1820,4,800,'\'(55.2-67.6]\'',Kobieta,68,48,dobry
13,907,2,200,'\'(67.6-inf)\'',Kobieta,233,48,dobry
12,1100,1,200,'\'(-inf-30.4]\'',Mężczyzna,32,27,dobry
11,1239.05,1,400,'\'(30.4-42.8]\'',Kobieta,203,48,dobry
12,1865,1,200,'\'(30.4-42.8]\'',Kobieta,19,2,dobry
98,3000,0,400,'\'(42.8-55.2]\'',Kobieta,84,48,dobry
11,2400,3,500,'\'(30.4-42.8]\'',Kobieta,112,48,dobry
11,901,3,300,'\'(-inf-30.4]\'',Kobieta,39,48,zły
13,2110,4,300,'\'(55.2-67.6]\'',Mężczyzna,100,48,dobry
13,1015,4,400,'\'(55.2-67.6]\'',Kobieta,108,48,zły
11,2368.57,2,400,'\'(42.8-55.2]\'',Kobieta,409,48,dobry
11,2505,0,300,'\'(30.4-42.8]\'',Kobieta,163,48,dobry
17,1100,2,200,'\'(55.2-67.6]\'',Kobieta,26,7,dobry
16,1072.89,4,255.49,'\'(42.8-55.2]\'',Kobieta,121,48,dobry
99,1100,1,200,'\'(42.8-55.2]\'',Kobieta,51,1,dobry
13,1400,0,600,'\'(55.2-67.6]\'',Kobieta,245,48,dobry
99,598,0,200,'\'(42.8-55.2]\'',Kobieta,2,4,dobry
13,1000,0,200,'\'(67.6-inf)\'',Kobieta,210,48,dobry
13,785,0,200,'\'(67.6-inf)\'',Kobieta,63,48,dobry
13,1900,0,400,'\'(67.6-inf)\'',Kobieta,120,48,dobry
